"time","anomaly"
19941221,0.208096,
19941228,0.0376603,
19950104,-0.0839272,
19950111,-0.056236,
19950118,0.280577,
19950125,0.0377892,
19950201,0.0354524,
19950208,0.220362,
19950215,0.489714,
19950222,0.585364,
19950301,0.355815,
19950308,0.471635,
19950315,1.00711,
19950322,0.67594,
19950329,0.496004,
19950405,0.597692,
19950412,0.658939,
19950419,0.768549,
19950426,0.564082,
19950503,0.684967,
19950510,0.717849,
19950517,0.19622,
19950524,0.169408,
19950531,0.600484,
19950607,0.272961,
19950614,0.390416,
19950621,0.482608,
19950628,0.415202,
19950705,0.399896,
19950712,-0.0528677,
19950719,0.229075,
19950726,-0.0898018,
19950802,-0.00805428,
19950809,-0.279562,
19950816,-0.268954,
19950823,-0.0644764,
19950830,-0.262591,
19950906,-0.262741,
19950913,-0.38995,
19950920,-0.252768,
19950927,0.136162,
19951004,-0.240461,
19951011,-0.0438893,
19951018,-0.121376,
19951025,-0.262584,
19951101,-0.560315,
19951108,-0.105449,
19951115,0.0556617,
19951122,-0.0382476,
19951129,-0.186777,
19951206,-0.0317225,
19951213,-0.278346,
19951220,-0.361233,
19951227,-0.0911522,
19960103,0.00500523,
19960110,0.0413032,
19960117,-0.0442532,
19960124,-0.129112,
19960131,0.295392,
19960207,0.297932,
19960214,0.257177,
19960221,0.432186,
19960228,0.44587,
19960306,0.312055,
19960313,-0.136134,
19960320,0.407485,
19960327,0.511233,
19960403,0.357561,
19960410,0.644826,
19960417,0.446744,
19960424,0.585498,
19960501,0.664895,
19960508,0.290382,
19960515,0.528061,
19960522,0.655301,
19960529,0.843546,
19960605,0.559146,
19960612,0.703848,
19960619,0.572563,
19960626,0.421827,
19960703,0.615994,
19960710,0.720733,
19960717,0.369965,
19960724,0.254199,
19960731,0.157248,
19960807,0.198316,
19960814,0.405469,
19960821,0.206253,
19960828,0.233584,
19960904,0.284408,
19960911,0.325403,
19960918,-0.0867138,
19960925,-0.206178,
19961002,-0.118443,
19961009,-0.105986,
19961016,-0.173207,
19961023,-0.0168323,
19961030,0.0770026,
19961106,-0.149416,
19961113,-0.216774,
19961120,-0.19077,
19961127,-0.290463,
19961204,-0.464012,
19961211,-0.509019,
19961218,0.0318171,
19961225,-0.623678,
19970101,-0.887215,
19970108,-0.988473,
19970115,-0.751855,
19970122,-0.721466,
19970129,-0.570468,
19970205,-0.637648,
19970212,-0.703334,
19970219,-0.81743,
19970226,-0.847505,
19970305,-0.362564,
19970312,-0.736088,
19970319,-1.00203,
19970326,-0.874866,
19970402,-0.626668,
19970409,-0.964413,
19970416,-0.886147,
19970423,-0.801428,
19970430,-1.0666,
19970507,-0.984691,
19970514,-0.710466,
19970521,-0.525099,
19970528,-1.2865,
19970604,-1.00025,
19970611,-0.868493,
19970618,-0.84403,
19970625,-0.855001,
19970702,-0.645706,
19970709,-0.510179,
19970716,-0.620093,
19970723,-0.750222,
19970730,-0.592514,
19970806,-0.577996,
19970813,-0.676789,
19970820,-0.278744,
19970827,-0.312005,
19970903,-0.0335493,
19970910,-0.314009,
19970917,-0.212875,
19970924,-0.204507,
19971001,0.15709,
19971008,0.0818604,
19971015,0.445654,
19971022,0.553124,
19971029,0.533341,
19971105,0.698204,
19971112,0.856998,
19971119,0.731106,
19971126,0.412241,
19971203,0.889407,
19971210,0.929034,
19971217,0.844439,
19971224,0.744409,
19971231,0.751472,
19980107,0.789413,
19980114,0.936752,
19980121,0.649252,
19980128,0.677774,
19980204,0.502832,
19980211,0.368983,
19980218,0.708683,
19980225,0.505922,
19980304,0.37643,
19980311,0.395979,
19980318,0.482048,
19980325,0.414447,
19980401,0.230784,
19980408,0.335928,
19980415,0.395093,
19980422,0.46079,
19980429,0.512951,
19980506,0.391004,
19980513,0.286999,
19980520,0.345987,
19980527,0.38535,
19980603,0.311265,
19980610,0.389782,
19980617,0.333123,
19980624,0.451737,
19980701,0.509569,
19980708,0.43705,
19980715,0.480267,
19980722,0.548014,
19980729,0.322877,
19980805,0.0573915,
19980812,0.0593873,
19980819,0.0566076,
19980826,0.104563,
19980902,0.104007,
19980909,0.0410574,
19980916,0.0338298,
19980923,0.138585,
19980930,0.121639,
19981007,-0.09145,
19981014,0.111547,
19981021,-0.195367,
19981028,0.0610544,
19981104,0.143506,
19981111,0.358172,
19981118,0.120932,
19981125,0.0810373,
19981202,-0.0224907,
19981209,-0.123407,
19981216,-0.0820839,
19981223,-0.233532,
19981230,-0.205225,
19990106,-0.468333,
19990113,-0.46342,
19990120,-0.285105,
19990127,-0.138259,
19990203,-0.104205,
19990210,-0.187456,
19990217,-0.224997,
19990224,-0.192114,
19990303,-0.108324,
19990310,0.0256962,
19990317,0.0815982,
19990324,0.06424,
19990331,-0.119222,
19990407,0.263307,
19990414,0.513297,
19990421,0.454156,
19990428,0.233458,
19990505,0.273583,
19990512,0.335703,
19990519,0.430304,
19990526,0.24887,
19990602,0.081808,
19990609,0.127135,
19990616,0.26456,
19990623,0.173529,
19990630,0.346665,
19990707,0.204458,
19990714,0.555539,
19990721,0.50214,
19990728,0.319148,
19990804,0.0349376,
19990811,0.23329,
19990818,0.305148,
19990825,0.16346,
19990901,0.148042,
19990908,0.0258125,
19990915,-0.0605264,
19990922,-0.041968,
19990929,0.0100027,
19991006,-0.00637056,
19991013,0.0555103,
19991020,0.189952,
19991027,0.127572,
19991103,-0.0735499,
19991110,0.113299,
19991117,0.140259,
19991124,0.0182514,
19991201,0.0251405,
19991208,0.139871,
19991215,0.429571,
19991222,0.257867,
19991229,0.134035,
20000105,-0.00196655,
20000112,-0.00477646,
20000119,-0.0552557,
20000126,0.125665,
20000202,0.166115,
20000209,0.122482,
20000216,0.259379,
20000223,0.363073,
20000301,0.24041,
20000308,0.103803,
20000315,0.0494801,
20000322,0.0110237,
20000329,0.103748,
20000405,0.0691182,
20000412,0.23353,
20000419,0.238217,
20000426,0.181571,
20000503,0.151896,
